movieID	keyword
tt0056869	pet shop
tt0056869	seclusion
tt0056869	playground
tt0056869	suspense
tt0056869	seagull
tt0056923	paris
tt0056923	cia
tt0056923	age difference
tt0056923	love of one's life
tt0056923	interpreter
tt0056937	ancient rome
tt0056937	historical figure
tt0056937	cleopatra
tt0056937	julius caesar
tt0057007	birthday
tt0057007	half-brother
tt0057007	priest
tt0057007	mission clinic
tt0057007	polynesia
tt0057012	u.s. president
tt0057012	general
tt0057012	cold war
tt0057012	strategic air command
tt0057012	nuclear missile
tt0057058	paris
tt0057058	suicide
tt0057058	alcohol
tt0057058	melancholy
tt0057058	independent film
tt0057076	venice
tt0057076	london
tt0057076	terror
tt0057076	england
tt0057076	assassination
tt0057078	
tt0057115	based on novel
tt0057115	optimism
tt0057115	switzerland
tt0057115	baseball
tt0057115	famous score
tt0057128	h.p. lovecraft
tt0057129	alcohol
tt0057129	haunted house
tt0057129	supernatural powers
tt0057129	disappearance
tt0057129	orphan
tt0057163	ranchers
tt0057163	rancher
tt0057187	paris
tt0057187	prostitute
tt0057187	pimp
tt0057187	love of one's life
tt0057187	red-light disctrict
tt0057193	competition
tt0057193	prison
tt0057193	california
tt0057193	chase
tt0057193	national park
tt0057197	hero
tt0057197	menace
tt0057197	bravery
tt0057197	adventure
tt0057197	vlies
tt0057226	castle
tt0057226	vampire
tt0057226	crucifix
tt0057226	hammer horror
tt0057251	farm life
tt0057251	nuns
tt0057261	child murderer
tt0057261	deserted island
tt0057261	dead children
tt0057261	south sea island
tt0057261	all male cast
tt0057298	spanking
tt0057298	cigarette smoking
tt0057298	cattle baron
tt0057334	amateur detective
tt0057334	heart attack
tt0057334	horseback riding
tt0057334	testament
tt0057334	barn
tt0057372	love
tt0057372	teacher
tt0057413	slapstick
tt0057413	clouseau
tt0057413	pink panther
tt0057413	bumbling
tt0057413	clumsiness
tt0057426	nobel prize
tt0057426	nobel prize laureate
tt0057426	doppelganger
tt0057427	paranoia
tt0057427	dystopia
tt0057427	survivalism
tt0057449	raven
tt0057490	london
tt0057490	bachelor
tt0057490	lover
tt0057490	alcoholism
tt0057490	manservant
tt0057495	journalist
tt0057495	insane asylum
tt0057495	independent film
tt0057546	k̦nig arthur
tt0057546	merlin
tt0057546	knight
tt0057546	king arthur
tt0057569	castle
tt0057569	baron
tt0057569	gothic
tt0057578	sport
tt0057590	from rags to riches
tt0057590	tutor
tt0057590	squire
tt0057693	casino
tt0057693	experiment
tt0057693	eye
tt0057693	belly dancing
tt0057693	independent film
tt0057831	dancing
tt0057831	based on novel
tt0057831	greece
tt0057831	dance
tt0057831	crete
tt0057840	naval officer
tt0057840	d-day
tt0057840	mental illness
tt0057840	american in the uk
tt0057877	england
tt0057877	bishop
tt0057877	king henry ii
tt0057877	archbishop
tt0057918	egypt
tt0057918	roman empire
tt0057918	cleopatra
tt0057918	plot
tt0057918	julius caesar
tt0057940	cavalry
tt0057940	american indian
tt0057940	cheyenne
tt0057997	twin sister
tt0057997	twins
tt0058003	factory
tt0058003	fog
tt0058083	new york
tt0058083	u.s. president
tt0058083	general
tt0058083	atomic bomb
tt0058083	russia
tt0058092	south seas
tt0058092	island
tt0058092	airplane
tt0058092	coast watcher
tt0058100	moon
tt0058100	based on novel
tt0058100	space travel
tt0058100	moon landing
tt0058100	alien
tt0058150	secret organization
tt0058150	secret intelligence service
tt0058150	nuclear radiation
tt0058150	fort knox
tt0058150	aston martin
tt0058155	legend
tt0058155	hammer horror
tt0058155	gorgon
tt0058182	adolescence
tt0058182	culture clash
tt0058182	press conference
tt0058182	behind the scenes
tt0058182	police chase
tt0058213	southern u.s.
tt0058213	mental disease
tt0058213	highway
tt0058213	murder
tt0058213	recluse
tt0058230	submarine
tt0058230	fish
tt0058230	german
tt0058230	navy
tt0058262	corruption
tt0058262	robbery
tt0058262	hitman
tt0058262	hemmingway
tt0058262	neo-noir
tt0058265	piano teacher
tt0058265	playboy
tt0058324	fishing
tt0058324	contest
tt0058324	screwball comedy
tt0058324	fianc̩ fianc̩e relationship
tt0058329	philadelphia
tt0058329	post traumatic stress  disorder
tt0058329	prostitute
tt0058329	rape
tt0058329	horse race
tt0058331	london
tt0058331	dancing
tt0058331	parents kids relationship
tt0058331	bank
tt0058331	brother sister relationship
tt0058333	sacrifice
tt0058333	prince
tt0058333	castle
tt0058333	satanism
tt0058333	village
tt0058382	poison
tt0058382	captain
tt0058382	amateur detective
tt0058382	detective inspector
tt0058382	ship
tt0058385	musical
tt0058385	transformation
tt0058385	flower girl
tt0058385	colonel
tt0058385	wager
tt0058390	prostitute
tt0058390	pedophilia
tt0058390	police
tt0058390	hospital
tt0058404	mexico
tt0058404	hotel
tt0058404	bus
tt0058404	minister
tt0058404	tourist
tt0058453	paris
tt0058529	prohibition
tt0058529	musical
tt0058529	gangster
tt0058530	mars
tt0058530	space mission
tt0058530	astronaut
tt0058530	mission to mars
tt0058530	robinson crusoe
tt0058557	seance
tt0058571	hypochondriac
tt0058576	general
tt0058576	coup
tt0058576	joint chiefs of staff
tt0058586	suspicion of murder
tt0058586	unskillfulness
tt0058586	pink panther
tt0058606	inbreeding
tt0058672	museum
tt0058672	smuggling
tt0058672	caper
tt0058672	suspense
tt0058672	theft
tt0058694	horror
tt0058694	gore
tt0058694	maniac
tt0058700	vampire
tt0058700	night
tt0058700	survivor
tt0058700	hammer
tt0058700	end of the world
tt0058725	elvis
tt0058725	music
tt0058725	las vegas nevada
tt0058777	africa
tt0058777	south africa
tt0058777	british army
tt0058777	british empire
tt0058777	mixed martial arts
tt0058886	pope
tt0058947	world war ii
tt0058947	panzer
tt0058947	tank
tt0058947	battle of the bulge
tt0058947	fuel depot
tt0058997	baby-snatching
tt0059014	washington d.c.
tt0059014	carry on
tt0059017	gunslinger
tt0059017	indian
tt0059017	ranch
tt0059017	daughter
tt0059037	poker
tt0059037	gambling
tt0059037	new orleans
tt0059037	honesty
tt0059084	italy
tt0059084	journalist
tt0059084	model
tt0059113	love triangle
tt0059113	nurse
tt0059113	suicide attempt
tt0059113	loss of family
tt0059113	world war i
tt0059124	secret agent
tt0059124	bikini
tt0059124	mad scientist
tt0059124	robot
tt0059124	world domination
tt0059125	anthology film
tt0059125	crawling hand
tt0059127	castle
tt0059127	vampire
tt0059127	dracula
tt0059127	sequel
tt0059127	blood
tt0059170	killing
tt0059170	sports car
tt0059170	go-go dancer
tt0059170	eroticism
tt0059170	kidnapping
tt0059183	thirst
tt0059183	sahara
tt0059183	crew
tt0059183	plane crash
tt0059183	airplane crash
tt0059221	newspaper
tt0059221	haunted house
tt0059221	organ
tt0059221	slapstick
tt0059221	trial
tt0059245	jesus christ
tt0059245	biography
tt0059245	epic
tt0059260	musical
tt0059260	music
tt0059260	cult
tt0059260	mad scientist
tt0059260	the beatles
tt0059263	world war ii
tt0059263	saboteur
tt0059263	resistance fighter
tt0059274	
tt0059297	male nudity
tt0059297	based on novel
tt0059297	nudity
tt0059297	murder
tt0059297	neighbor
tt0059309	pearl harbor
tt0059309	naval officer
tt0059309	admiral
tt0059309	second chance
tt0059319	england
tt0059319	spy
tt0059319	cold war
tt0059319	espionage
tt0059319	swinging 60s
tt0059418	mexico
tt0059418	prisoner of war
tt0059418	apache
tt0059418	raid
tt0059418	confederate
tt0059465	mutant
tt0059465	greenhouse
tt0059465	carnivorous plant
tt0059465	radioactive
tt0059465	h.p. lovecraft
tt0059549	german
tt0059549	nazis
tt0059549	rocket
tt0059557	spy
tt0059557	spoof
tt0059557	derek flint
tt0059557	super spy
tt0059646	london
tt0059646	schizophrenia
tt0059646	post traumatic stress  disorder
tt0059646	hallucination
tt0059646	lonelyness
tt0059711	widower
tt0059711	virginia
tt0059712	oscar award
tt0059727	skull
tt0059727	marquis de sade
tt0059740	brother brother relationship
tt0059740	texas
tt0059740	revenge
tt0059740	murder
tt0059742	austria
tt0059742	world war ii
tt0059742	musical
tt0059742	music competition
tt0059742	based on play
tt0059749	library
tt0059749	spy
tt0059749	cold war
tt0059749	communist
tt0059749	iron curtain
tt0059793	cat
tt0059793	hostage
tt0059793	map
tt0059793	sister
tt0059793	suburbia
tt0059797	eiffel tower paris
tt0059797	air race
tt0059797	prize
tt0059797	british stereotype
tt0059797	reproduction
tt0059800	paris
tt0059800	florida
tt0059800	fighter pilot
tt0059800	sanatorium
tt0059800	secret organization
tt0059821	cat
tt0059821	edgar allan poe
tt0059821	black cat
tt0059821	tomb
tt0059825	paris
tt0059825	france
tt0059825	world war ii
tt0059825	nazis
tt0059825	hijacking of train
tt0059885	italian
tt0059885	prisoner of war
tt0059885	frontier
tt0059885	escape
tt0059885	pow
tt0059903	journalist
tt0059903	ladykiller
tt0059903	gigolo
tt0059903	sex therapy
tt0059903	fashion journal
tt0060086	womanizer
tt0060086	playboy
tt0060121	spy
tt0060121	professor
tt0060153	submarine
tt0060153	dc comics
tt0060153	shark attack
tt0060153	shark
tt0060153	shark repelent
tt0060161	car
tt0060161	trolley
tt0060161	stealing car
tt0060164	bible
tt0060164	christian
tt0060164	flood
tt0060164	noah
tt0060164	noah's ark
tt0060165	poker game
tt0060176	london
tt0060176	photographer
tt0060176	burglar
tt0060176	tennis
tt0060176	loss of sense of reality
tt0060177	world war i
tt0060177	fighter pilot
tt0060177	biplane
tt0060177	flying ace
tt0060182	parents kids relationship
tt0060182	famous score
tt0060182	lion
tt0060182	aggression by animal
tt0060182	dead animal
tt0060214	monster
tt0060214	carry on
tt0060214	horror spoof
tt0060232	sheriff
tt0060232	house party
tt0060232	man hunt
tt0060232	junkyard
tt0060232	jump from train
tt0060268	age difference
tt0060268	island
tt0060268	married couple
tt0060268	refrigerator
tt0060371	surfer
tt0060371	surfboard
tt0060371	surfing
tt0060390	totalitarian regime
tt0060390	firemen
tt0060390	dystopia
tt0060390	book burning
tt0060390	dystopic future
tt0060397	submarine
tt0060397	coma
tt0060397	claustrophobia
tt0060397	wound
tt0060397	laser
tt0060424	usa
tt0060424	american football
tt0060424	brother-in-law
tt0060424	wheelchair
tt0060424	honesty
tt0060437	berlin
tt0060437	berlin wall
tt0060437	england
tt0060437	spy
tt0060437	cold war
tt0060445	master thief
tt0060472	car race
tt0060472	racing
tt0060472	formula 1
tt0060490	private eye
tt0060490	lew harper
tt0060522	insurance fraud
tt0060522	theft
tt0060522	art thief
tt0060522	swinging 60s
tt0060522	forgery
tt0060548	monster
tt0060548	island
tt0060548	fog
tt0060548	bone
tt0060548	creature
tt0060588	islam
tt0060588	siege
tt0060588	sudan
tt0060588	epic
tt0060588	victorian england
tt0060665	england
tt0060665	pope
tt0060665	beheading
tt0060665	death penalty
tt0060665	thomas more
tt0060666	fire
tt0060666	gun
tt0060666	drive
tt0060666	sacrifice
tt0060666	flashlight
tt0060748	repayment
tt0060748	revenge
tt0060748	native american
tt0060748	wild west
tt0060748	half breed
tt0060782	vulkan
tt0060782	new love
tt0060782	sapient
tt0060782	will to survive
tt0060782	volcano
tt0060862	mexico
tt0060862	kidnapper
tt0060862	plan
tt0060862	rescue
tt0060862	desert
tt0060897	mexico
tt0060897	horseback riding
tt0060897	male friendship
tt0060897	sequel
tt0060921	cold war
tt0060921	russian
tt0060921	new england
tt0060934	missionary
tt0060934	china
tt0060934	us navy
tt0060934	chinese
tt0060934	battle
tt0060955	plastic surgery
tt0060955	suspense
tt0061075	isolation
tt0061075	house
tt0061075	agatha christie
tt0061075	isolated house
tt0061107	cold war
tt0061107	east germany
tt0061135	great dane
tt0061135	dachshund
tt0061170	hotel room
tt0061170	embassy
tt0061170	olympics
tt0061170	housing shortage
tt0061177	spoof
tt0061184	alcohol
tt0061184	adultery
tt0061184	professor
tt0061184	married couple
tt0061184	son
tt0061385	love
tt0061385	lawyer
tt0061385	conservative
tt0061385	new york city
tt0061385	apartment
tt0061391	devil
tt0061391	seven deadly sins
tt0061395	pornography
tt0061395	prostitute
tt0061395	adultery
tt0061395	double life
tt0061395	dual identity
tt0061405	england
tt0061405	spy
tt0061405	texas
tt0061405	cold war
tt0061405	anti-communism
tt0061407	love
tt0061407	suitor
tt0061407	merchant
tt0061418	ambush
tt0061418	sheriff
tt0061418	waitress
tt0061418	prohibition
tt0061418	texas
tt0061450	hospital
tt0061452	scotland
tt0061452	casino
tt0061452	queen
tt0061452	intelligence
tt0061452	stutter
tt0061512	prison
tt0061512	rebel
tt0061512	loss of mother
tt0061512	harassment
tt0061512	imprisonment
tt0061523	usa
tt0061523	hong kong
tt0061578	based on novel
tt0061578	world war ii
tt0061578	nazis
tt0061578	castle
tt0061578	secret mission
tt0061584	england
tt0061584	snail
tt0061584	vegetarian
tt0061584	rainstorm
tt0061584	shell
tt0061589	england
tt0061589	guitar
tt0061589	rock star
tt0061589	pop star
tt0061589	musician
tt0061619	sheriff
tt0061619	ranch
tt0061619	liquor
tt0061619	settler
tt0061619	revolver
tt0061655	professor
tt0061655	vampire
tt0061680	
tt0061683	frankenstein
tt0061683	hammer horror
tt0061715	dancing
tt0061715	brother sister relationship
tt0061715	laughing
tt0061715	magic
tt0061722	seduction
tt0061722	college
tt0061722	romance
tt0061722	wedding
tt0061722	older woman younger man relationship
tt0061735	san francisco
tt0061735	marriage proposal
tt0061735	ruling class
tt0061735	vacation
tt0061735	interracial relationship
tt0061747	prison
tt0061747	judge
tt0061747	marshal
tt0061747	death penalty
tt0061747	oklahoma
tt0061770	apache
tt0061770	outlaw
tt0061770	stagecoach
tt0061770	lodging house
tt0061770	journey
tt0061809	murder
tt0061809	true crime
tt0061809	farmer
tt0061810	sexuality
tt0061810	spacecraft
tt0061810	rocket
tt0061810	bikini
tt0061810	listening device
tt0061811	southern u.s.
tt0061811	black people
tt0061811	small town
tt0061811	police chief
tt0061811	suspect
tt0061852	indian
tt0061852	snake
tt0061852	lion
tt0061852	musical
tt0061852	feral child
tt0061856	godzilla
tt0061856	kaiju
tt0062038	
tt0062138	alcatraz
tt0062138	revenge
tt0062138	organized crime
tt0062168	paleontology
tt0062168	riot
tt0062168	spaceship
tt0062168	martian
tt0062168	hammer horror
tt0062262	horseback riding
tt0062262	revenge
tt0062262	pursuit
tt0062262	desert
tt0062262	whistling
tt0062362	hotel
tt0062362	love
tt0062362	pursuit
tt0062362	stenographer
tt0062376	london
tt0062376	education
tt0062376	teacher
tt0062376	school
tt0062407	europe
tt0062407	infidelity
tt0062407	marriage
tt0062407	on the road
tt0062430	based on novel
tt0062430	musical
tt0062430	drug
tt0062430	cult classic
tt0062467	photographer
tt0062467	heroin
tt0062467	police
tt0062467	murder
tt0062467	neighbor
tt0062472	gold
tt0062472	ranch
tt0062472	caper
tt0062472	gold shipment
tt0062472	wagon
tt0062512	london
tt0062512	japan
tt0062512	england
tt0062512	assassination
tt0062512	helicopter
tt0062622	moon
tt0062622	jupiter
tt0062622	artificial intelligence
tt0062622	man vs machine
tt0062622	technology
tt0062711	sexual fantasy
tt0062711	alien planet
tt0062711	distant future
tt0062711	lesbian subtext
tt0062711	cult classic
tt0062737	gambling
tt0062737	witch
tt0062737	american football coach
tt0062737	coach
tt0062737	pirate
tt0062755	detective
tt0062755	double life
tt0062755	boston
tt0062755	strangle
tt0062755	serial murder
tt0062765	san francisco
tt0062765	hotel
tt0062765	detective
tt0062765	based on novel
tt0062765	airport
tt0062782	
tt0062794	experiment
tt0062794	mouse
tt0062794	intelligence test
tt0062794	genius
tt0062803	flying car
tt0062803	fantasy
tt0062803	oldtimer
tt0062803	fantastic
tt0062824	escape
tt0062824	fish out of water
tt0062824	chrysler building manhattan new york city
tt0062885	black magic
tt0062885	satanist
tt0062885	supernatural
tt0062885	hammer horror
tt0062885	occult
tt0062886	italy
tt0062886	commando
tt0062886	canadian army
tt0062952	prostitute
tt0062952	adultery
tt0062952	suicide attempt
tt0062952	nudity
tt0062952	marriage crisis
tt0062994	comedian
tt0062994	musical
tt0062994	marriage
tt0062994	jewish
tt0062994	divorce
tt0063035	vietnam war
tt0063035	green beret
tt0063049	vietnam war
tt0063049	surreal
tt0063049	musical
tt0063049	parody
tt0063049	rock musical
tt0063056	japanese
tt0063056	world war ii
tt0063056	pilot
tt0063056	us air force
tt0063056	naval officer
tt0063060	firemen
tt0063060	dangerous
tt0063060	oil
tt0063060	love interest
tt0063121	submarine
tt0063121	cold war
tt0063121	suspense
tt0063227	england
tt0063227	infidelity
tt0063227	famous score
tt0063227	queen
tt0063227	castle
tt0063285	witch
tt0063285	burning of witches
tt0063285	sorcery
tt0063350	loss of father
tt0063350	siblings
tt0063350	midnight movie
tt0063350	zombies
tt0063374	roommate
tt0063374	friends
tt0063374	apartment
tt0063374	neurotic
tt0063385	pickpocket
tt0063385	musical
tt0063385	victorian england
tt0063385	orphan boy
tt0063415	film producer
tt0063415	party
tt0063442	human evolution
tt0063442	gorilla
tt0063442	bondage
tt0063442	space marine
tt0063442	chimp
tt0063456	cia
tt0063456	based on novel
tt0063456	cheerleader
tt0063456	murder
tt0063456	mother daughter relationship
tt0063462	adolf hitler
tt0063462	musical
tt0063462	theatrical producer
tt0063462	eva braun
tt0063462	playwright
tt0063518	male nudity
tt0063518	new love
tt0063518	lover (female)
tt0063518	love of one's life
tt0063518	forbidden love
tt0063522	commercial
tt0063522	anti-christ
tt0063522	contemporary setting
tt0063522	laundry
tt0063522	occult
tt0063663	swimming pool
tt0063663	neighbor
tt0063663	swimmer
tt0063688	in love with enemy
tt0063688	hold-up robbery
tt0063688	boredom
tt0063688	insurance salesman
tt0063688	business man
tt0063803	italian american
tt0063803	catholic guilt
tt0063823	submarine
tt0063823	fab four
tt0063823	colours
tt0063823	music
tt0063823	blase
tt0063829	nurse
tt0063829	widow
tt0063829	children
tt0063829	parent
tt0063829	sibling
tt0063850	england
tt0063850	revolution
tt0063850	private school
tt0063850	rebellion
tt0063850	social satire
tt0064072	world war ii
tt0064072	nazis
tt0064072	winston churchill
tt0064072	aviation
tt0064072	royal air force
tt0064107	peanuts
tt0064110	world war ii
tt0064110	bridge
tt0064110	soldier
tt0064110	explosion
tt0064115	wyoming
tt0064115	historical figure
tt0064115	loot sharing
tt0064117	nurse
tt0064117	mine
tt0064117	lovelorn
tt0064132	1970s
tt0064132	british
tt0064132	comedy
tt0064132	carry on
tt0064132	hospital
tt0064133	
tt0064137	castle
tt0064137	battle of the bulge
tt0064177	
tt0064253	sport
tt0064253	skiing
tt0064276	rebel
tt0064276	adolescence
tt0064276	brothel
tt0064276	opium
tt0064276	arbitrary law
tt0064418	based on play
tt0064418	based on stage musical
tt0064418	merchant
tt0064418	yonkers new york
tt0064418	borzoi
tt0064519	space travel
tt0064519	space mission
tt0064519	space
tt0064519	double role
tt0064519	outer space
tt0064541	falcon
tt0064541	childhood
tt0064603	car race
tt0064603	suicide attempt
tt0064603	sport
tt0064603	golden gate bridge
tt0064603	racecar driver
tt0064615	gold
tt0064615	marshal
tt0064665	shower
tt0064747	
tt0064757	london
tt0064757	suicide
tt0064757	england
tt0064757	switzerland
tt0064757	secret identity
tt0064782	mining
tt0064782	prospector
tt0064840	edinburgh
tt0064840	eccentric
tt0064840	teacher
tt0064840	school
tt0064949	torture
tt0064949	scientist
tt0065051	deputy sheriff
tt0065051	mayor
tt0065051	australia
tt0065051	western town
tt0065051	bar shootout
tt0065063	prison
tt0065063	pickpocket
tt0065063	jinx
tt0065063	bad luck
tt0065063	wedding
tt0065073	vampire
tt0065073	dracula
tt0065073	resurrection
tt0065073	hammer horror
tt0065088	
tt0065112	new york
tt0065112	cia
tt0065112	cuba
tt0065112	cold war
tt0065112	suspense
tt0065126	bounty hunter
tt0065126	man hunt
tt0065134	gunslinger
tt0065134	mexico
tt0065134	french
tt0065134	treasure hunt
tt0065134	illegal prostitution
tt0065163	stop motion animation
tt0065163	dinosaur
tt0065163	cowboys
tt0065207	germany
tt0065207	world war ii
tt0065207	liberation of prisoners
tt0065207	alps
tt0065214	underdog
tt0065214	bounty hunter
tt0065214	texas
tt0065214	mexican revolution
tt0065214	shootout
tt0065377	bomb
tt0065377	based on novel
tt0065377	airport
tt0065377	desperation
tt0065377	snow storm
tt0065398	france
tt0065398	language barrier
tt0065398	bicycle
tt0065398	murder
tt0065398	suspense
tt0065421	paris
tt0065421	cat
tt0065421	butler
tt0065421	return
